date_of_calculation,code_of_stock,name_of_stock,name_of_short_seller,address_of_short_seller,name_of_discretionary_investment_contractor,address_of_discretionary_investment_contractor,name_of_investment_fund,ratio_of_short_positions_to_shares_outstanding,number_of_short_positions_in_shares,number_of_short_positions_in_trading_units,date_of_calculation_in_previous_reporting,ratio_of_short_positions_in_previous_reporting,notes
2025-07-07,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0148,8934878,89348.0,2025-07-04,0.0159,
2025-07-04,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0159,9581678,95816.0,2025-07-01,0.0178,
2025-07-04,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.030600000000000002,20093988,200939.0,2025-06-26,0.0292,
2025-07-03,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.006,3980078,39800.0,2025-07-01,0.0043,
2025-07-03,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.005,3338152,33381.0,2025-07-02,0.0048,
2025-07-02,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.015300000000000001,10079884,100798.0,2025-06-24,0.014499999999999999,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-07-01,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0178,10751778,107517.0,2025-06-27,0.0166,
2025-06-27,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0166,9987978,99879.0,2025-06-26,0.018000000000000002,
2025-06-26,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.0292,19148888,191488.0,2025-06-24,0.032400000000000005,
2025-06-26,3350,Metaplanet Inc.,Citigroup Global Markets Limited,"Citigroup Centre, Canada Square, Canary Wharf, London E14 5LB , UK",,,,0.0219,14395100,143951.0,2025-06-24,0.0238,
2025-06-26,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.018000000000000002,10837584,108375.0,2025-06-25,0.0178,
2025-06-25,3350,Metaplanet Inc.,Societe Generale,"Tour S.G. 17 cours Valmy Cedex 92987
PARIS La Defense France",,,,0.0069,4194900,41949.0,2025-06-24,0.007,
2025-06-25,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0178,10698984,106989.0,2025-06-24,0.019,
2025-06-25,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.0103,6763476,67634.0,2025-06-18,0.0113,
2025-06-25,3350,Metaplanet Inc.,Jefferies International Limited,"100 Bishopsgate, London EC2N 4JL, United Kingdom",,,,0.0065,3937088,39370.0,2025-06-23,0.005,
2025-06-24,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.019,11428284,114282.0,2025-06-23,0.0253,
2025-06-24,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.032400000000000005,19482088,194820.0,2025-06-23,0.0296,
2025-06-24,3350,Metaplanet Inc.,Evo Fund,"One Nexus Way, Camana Bay, Grand Cayman KY1-9005, Cayman Islands","Evolution Japan Securities Co., Ltd.","New Otani Garden Court 12F, Kioicho 4-1, Chiyoda-ku , Tokyo 102-0094",Evo Fund,0.0,0,0.0,2025-06-17,0.0499,
2025-06-24,3350,Metaplanet Inc.,Societe Generale,"Tour S.G. 17 cours Valmy Cedex 92987
PARIS La Defense France",,,,0.007,4207500,42075.0,,,
2025-06-24,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0049,2958539,29585.0,2025-06-18,0.0055000000000000005,
2025-06-24,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0036,2202925,22029.0,2025-06-23,0.006,
2025-06-24,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.014499999999999999,8754485,87544.0,2025-06-20,0.0121,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-06-24,3350,Metaplanet Inc.,Citigroup Global Markets Limited,"Citigroup Centre, Canada Square, Canary Wharf, London E14 5LB , UK",,,,0.0238,14322400,143224.0,2025-06-18,0.0256,
2025-06-23,3350,Metaplanet Inc.,Jefferies International Limited,"100 Bishopsgate, London EC2N 4JL, United Kingdom",,,,0.005,3062600,30626.0,2025-06-13,0.0041,
2025-06-23,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.006,3609725,36097.0,2025-06-19,0.0025,
2025-06-23,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0253,15205884,152058.0,2025-06-20,0.0287,
2025-06-23,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.0296,17797688,177976.0,2025-06-20,0.028300000000000002,
2025-06-20,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.028300000000000002,17021088,170210.0,2025-06-19,0.0263,
2025-06-20,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.0121,7287568,72875.0,2025-06-19,0.011699999999999999,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-06-20,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0287,14363216,143632.0,2025-06-19,0.0253,
2025-06-19,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.0263,15856388,158563.0,2025-06-18,0.0241,
2025-06-19,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.011699999999999999,7037684,70376.0,2025-06-18,0.012,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-06-19,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0253,12644618,126446.0,2025-06-17,0.0215,
2025-06-18,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.0113,6827610,68276.0,2025-06-13,0.006500000000000001,
2025-06-18,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0055000000000000005,3351828,33518.0,2025-06-12,0.0040999999999999995,
2025-06-18,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0008,433300,4333.0,2025-06-17,0.0064,
2025-06-18,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.012,7248084,72480.0,2025-06-17,0.011000000000000001,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-06-18,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.0241,14517888,145178.0,2025-06-17,0.0218,
2025-06-18,3350,Metaplanet Inc.,Citigroup Global Markets Limited,"Citigroup Centre, Canada Square, Canary Wharf, London E14 5LB , UK",,,,0.0256,15422400,154224.0,2025-06-04,0.0272,
2025-06-17,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.0218,13104788,131047.0,2025-06-13,0.022000000000000002,
2025-06-17,3350,Metaplanet Inc.,Evo Fund,"One Nexus Way, Camana Bay, Grand Cayman KY1-9005, Cayman Islands","Evolution Japan Securities Co., Ltd.","New Otani Garden Court 12F, Kioicho 4-1, Chiyoda-ku , Tokyo 102-0094",Evo Fund,0.0499,30000000,300000.0,2025-06-11,0.0434,
2025-06-17,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.011000000000000001,6667641,66676.0,2025-06-13,0.0109,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-06-17,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0064,3225000,32250.0,2025-06-16,0.0067,
2025-06-17,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0215,10737818,107378.0,2025-06-16,0.0175,
2025-06-16,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0067,3392600,33926.0,2025-06-13,0.0105,
2025-06-16,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0175,8759518,87595.0,2025-06-13,0.019299999999999998,
2025-06-13,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.022000000000000002,13265088,132650.0,2025-06-12,0.0192,
2025-06-13,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.0109,6584483,65844.0,2025-06-11,0.0116,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-06-13,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.006500000000000001,3934305,39343.0,2025-06-12,0.0059,
2025-06-13,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0105,5265700,52657.0,2025-06-12,0.0106,
2025-06-13,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.019299999999999998,9652618,96526.0,2025-06-12,0.0159,
2025-06-12,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0040999999999999995,2471528,24715.0,2025-06-11,0.005600000000000001,
2025-06-12,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0159,7960818,79608.0,2025-06-11,0.0184,
2025-06-12,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0106,5321700,53217.0,2025-06-10,0.013,
2025-06-12,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.0059,3552705,35527.0,2025-06-10,0.0060999999999999995,
2025-06-12,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.0192,11576788,115767.0,2025-06-11,0.021,
2025-06-11,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.021,12634988,126349.0,2025-06-10,0.0206,
2025-06-11,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.0116,7014738,70147.0,2025-06-05,0.012,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-06-11,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.005600000000000001,3412378,34123.0,2025-06-10,0.0060999999999999995,
2025-06-11,3350,Metaplanet Inc.,Evo Fund,"One Nexus Way, Camana Bay, Grand Cayman KY1-9005, Cayman Islands","Evolution Japan Securities Co., Ltd.","New Otani Garden Court 12F, Kioicho 4-1, Chiyoda-ku , Tokyo 102-0094",Evo Fund,0.0434,26042500,260425.0,2025-06-10,0.0375,
2025-06-11,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0184,9195818,91958.0,2025-06-10,0.0173,
2025-06-10,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.0206,12382958,123829.0,2025-06-09,0.015600000000000001,
2025-06-10,3350,Metaplanet Inc.,Evo Fund,"One Nexus Way, Camana Bay, Grand Cayman KY1-9005, Cayman Islands","Evolution Japan Securities Co., Ltd.","New Otani Garden Court 12F, Kioicho 4-1, Chiyoda-ku , Tokyo 102-0094",Evo Fund,0.0375,22512700,225127.0,2025-06-09,0.0222,
2025-06-10,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.0060999999999999995,3682316,36823.0,2025-05-29,0.0051,
2025-06-10,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.013,6514850,65148.0,2025-06-09,0.0121,
2025-06-10,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0060999999999999995,3671878,36718.0,2025-06-09,0.0058,
2025-06-10,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0173,8639718,86397.0,2025-06-09,0.0163,
2025-06-09,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0163,8157118,81571.0,2025-06-06,0.0191,
2025-06-09,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0058,3536166,35361.0,2025-06-06,0.0060999999999999995,
2025-06-09,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0121,6060262,60602.0,2025-06-06,0.0123,
2025-06-09,3350,Metaplanet Inc.,Evo Fund,"One Nexus Way, Camana Bay, Grand Cayman KY1-9005, Cayman Islands","Evolution Japan Securities Co., Ltd.","New Otani Garden Court 12F, Kioicho 4-1, Chiyoda-ku , Tokyo 102-0094",Evo Fund,0.0222,13334600,133346.0,,,
2025-06-09,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.015600000000000001,9381758,93817.0,2025-06-06,0.0172,
2025-06-06,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0191,9538318,95383.0,2025-06-05,0.0183,
2025-06-06,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.0172,10349258,103492.0,2025-06-05,0.0149,
2025-06-06,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0060999999999999995,3702066,37020.0,2025-05-29,0.005,
2025-06-06,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0123,6177562,61775.0,2025-06-05,0.011,
2025-06-05,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.012,7236614,72366.0,2025-06-03,0.011699999999999999,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-06-05,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.011,5506562,55065.0,2025-06-04,0.012,
2025-06-05,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0183,9176118,91761.0,2025-06-03,0.0213,
2025-06-05,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.0149,8991058,89910.0,2025-06-04,0.0166,
2025-06-04,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.0166,9997258,99972.0,2025-06-02,0.015300000000000001,
2025-06-04,3350,Metaplanet Inc.,Citigroup Global Markets Limited,"Citigroup Centre, Canada Square, Canary Wharf, London E14 5LB , UK",,,,0.0272,16384400,163844.0,2025-05-27,0.026,
2025-06-04,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.012,6027562,60275.0,2025-06-03,0.0099,
2025-06-03,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0099,4975562,49755.0,2025-06-02,0.0102,
2025-06-03,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0213,10631598,106315.0,2025-05-30,0.0225,
2025-06-03,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.011699999999999999,7032394,70323.0,2025-05-30,0.0126,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-06-02,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.015300000000000001,9210158,92101.0,2025-05-30,0.011000000000000001,
2025-06-02,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0102,5118862,51188.0,2025-05-30,0.0116,
2025-05-30,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0116,5794262,57942.0,2025-05-29,0.011,
2025-05-30,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0225,11251848,112518.0,2025-05-29,0.02,
2025-05-30,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.0126,7607294,76072.0,2025-05-29,0.0109,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-05-30,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.011000000000000001,6611058,66110.0,2025-05-29,0.0108,
2025-05-29,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place, London, E14 5HP, United Kingdom",,,,0.0108,6525158,65251.0,2025-05-28,0.0088,
2025-05-29,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.0109,6563159,65631.0,2025-05-23,0.008100000000000001,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-05-29,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.0051,3082775,30827.0,2025-05-23,0.0044,
2025-05-29,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.005,3026928,30269.0,2025-05-28,0.004699999999999999,
2025-05-29,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.02,10010698,100106.0,2025-05-28,0.0196,
2025-05-29,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.011,5490062,54900.0,2025-05-28,0.0106,
2025-05-28,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"1 Churchill Place,
London, E14 5HP, United Kingdom",,,,0.0088,5337258,53372.0,2025-05-27,0.0074,
2025-05-28,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0106,5327962,53279.0,2025-05-27,0.0085,
2025-05-28,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.004699999999999999,2835288,28352.0,2025-05-23,0.0051,
2025-05-28,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0196,9826648,98266.0,2025-05-27,0.0165,
2025-05-27,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0085,4283062,42830.0,2025-05-26,0.0078,
2025-05-27,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0165,8256498,82564.0,2025-05-26,0.0159,
2025-05-27,3350,Metaplanet Inc.,"JANE STREET CAPITAL, LLC","250 Vesey Street, New York, NY, 10281",,,,0.0042,2523475,25234.0,2025-05-26,0.0060999999999999995,
2025-05-27,3350,Metaplanet Inc.,Citigroup Global Markets Limited,"Citigroup Centre, Canada Square, Canary Wharf, London E14 5LB , UK",,,,0.026,15634900,156349.0,2025-05-21,0.0239,
2025-05-27,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"5 The North Colonnade, Canary Wharf
London E14 4BB, United Kingdom",,,,0.0074,4454648,44546.0,2025-05-26,0.0055000000000000005,
