date_of_calculation,code_of_stock,name_of_stock,name_of_short_seller,address_of_short_seller,name_of_discretionary_investment_contractor,address_of_discretionary_investment_contractor,name_of_investment_fund,ratio_of_short_positions_to_shares_outstanding,number_of_short_positions_in_shares,number_of_short_positions_in_trading_units,date_of_calculation_in_previous_reporting,ratio_of_short_positions_in_previous_reporting,notes
2025-05-26,3350,Metaplanet Inc.,"JANE STREET CAPITAL, LLC","250 Vesey Street, New York, NY, 10281",,,,0.0060999999999999995,3673286,36732.0,2025-05-23,0.0101,
2025-05-26,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0078,3933562,39335.0,2025-05-23,0.0072,
2025-05-26,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0159,7966598,79665.0,2025-05-23,0.016200000000000003,
2025-05-26,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"5 The North Colonnade, Canary Wharf
London E14 4BB, United Kingdom",,,,0.0055000000000000005,3359748,33597.0,2025-05-23,0.0068000000000000005,
2025-05-23,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.016200000000000003,8134698,81346.0,2025-05-22,0.0158,
2025-05-23,3350,Metaplanet Inc.,Barclays Capital Securities Ltd,"5 The North Colonnade, Canary Wharf
London E14 4BB, United Kingdom",,,,0.0068000000000000005,4123248,41232.0,2025-05-21,0.0036,
2025-05-23,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.008100000000000001,4878651,48786.0,2025-05-14,0.010700000000000001,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-05-23,3350,Metaplanet Inc.,"JANE STREET CAPITAL, LLC","250 Vesey Street, New York, NY, 10281",,,,0.0101,6072286,60722.0,2025-05-22,0.0097,
2025-05-23,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0072,3606350,36063.0,2025-05-20,0.0054,
2025-05-23,3350,Metaplanet Inc.,Nomura Asset Management Singapore Limited,"10 Marina Boulevard, Marina Bay Financial Centre Tower 2, #33-03, Singapore 018983",Global Funds Trust Company,"PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Islands",,0.002,1222800,12228.0,2025-05-02,0.0059,
2025-05-23,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0051,3090400,30904.0,2025-05-20,0.0044,
2025-05-22,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0158,7924398,79243.0,2025-05-21,0.0149,
2025-05-22,3350,Metaplanet Inc.,"JANE STREET CAPITAL, LLC","250 Vesey Street, New York, NY, 10281",,,,0.0097,5873685,58736.0,2025-05-21,0.0040999999999999995,
2025-05-21,3350,Metaplanet Inc.,Citigroup Global Markets Limited,"Citigroup Centre, Canada Square, Canary Wharf, London E14 5LB , UK",,,,0.0239,14377600,143776.0,2025-05-15,0.0246,
2025-05-21,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0149,7466798,74667.0,2025-05-19,0.0183,
2025-05-21,3350,Metaplanet Inc.,"JANE STREET CAPITAL, LLC","250 Vesey Street, New York, NY, 10281",,,,0.0040999999999999995,2503469,25034.0,2025-05-19,0.0052,
2025-05-20,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0054,2717150,27171.0,2025-05-19,0.0051,
2025-05-20,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0044,2677200,26772.0,2025-05-16,0.0055000000000000005,
2025-05-19,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0183,8421398,84213.0,2025-05-16,0.0191,
2025-05-19,3350,Metaplanet Inc.,"JANE STREET CAPITAL, LLC","250 Vesey Street, New York, NY, 10281",,,,0.0052,3088782,30887.0,2025-05-16,0.0033,
2025-05-19,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0051,2346450,23464.0,2025-05-16,0.0077,
2025-05-16,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0191,8796751,87967.0,2025-05-15,0.022000000000000002,
2025-05-16,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.0032,1893744,18937.0,2025-05-14,0.0051,
2025-05-16,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0055000000000000005,3241600,32416.0,2025-05-13,0.0073,
2025-05-16,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0077,3563450,35634.0,2025-05-15,0.0108,
2025-05-15,3350,Metaplanet Inc.,Citigroup Global Markets Limited,"Citigroup Centre, Canada Square, Canary Wharf, London E14 5LB , UK",,,,0.0246,14435400,144354.0,2025-05-14,0.0256,
2025-05-15,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.0043,2538596,25385.0,2025-05-13,0.0058,
2025-05-15,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0108,4990750,49907.0,2025-05-14,0.0107,
2025-05-15,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.022000000000000002,10141601,101416.0,2025-05-14,0.0216,
2025-05-14,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0216,9969821,99698.0,2025-05-13,0.0235,
2025-05-14,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.0051,2901976,29019.0,2025-05-13,0.0038,
2025-05-14,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0107,4957550,49575.0,2025-05-13,0.0106,
2025-05-14,3350,Metaplanet Inc.,Citigroup Global Markets Limited,"Citigroup Centre, Canada Square, Canary Wharf, London E14 5LB , UK",,,,0.0256,14468000,144680.0,2025-05-09,0.0279,
2025-05-14,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.010700000000000001,6118327,61183.0,2025-05-13,0.011899999999999999,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-05-13,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.011899999999999999,6712627,67126.0,2025-05-12,0.0124,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-05-13,3350,Metaplanet Inc.,"JANE STREET CAPITAL, LLC","250 Vesey Street, New York, NY, 10281",,,,0.0042,2310870,23108.0,2025-05-12,0.0063,
2025-05-13,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.0058,3274806,32748.0,2025-05-12,0.0073,
2025-05-13,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0106,4899650,48996.0,2025-05-12,0.0096,
2025-05-13,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0073,4159600,41596.0,2025-05-09,0.0053,
2025-05-13,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0235,10836921,108369.0,2025-05-12,0.0212,
2025-05-12,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0212,9758916,97589.0,2025-05-09,0.0241,
2025-05-12,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.0124,6807896,68078.0,2025-05-09,0.013500000000000002,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-05-12,3350,Metaplanet Inc.,"JANE STREET CAPITAL, LLC","250 Vesey Street, New York, NY, 10281",,,,0.0063,3485259,34852.0,,,
2025-05-12,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.0073,3993506,39935.0,2025-05-09,0.0087,
2025-05-12,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0096,4453650,44536.0,2025-05-09,0.0109,
2025-05-09,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0241,11118016,111180.0,2025-05-08,0.0191,
2025-05-09,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.0087,4750906,47509.0,2025-05-08,0.0079,
2025-05-09,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0053,2917600,29176.0,2025-05-08,0.0034999999999999996,
2025-05-09,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0109,5026650,50266.0,2025-05-08,0.0096,
2025-05-09,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.013500000000000002,7393086,73930.0,2025-05-08,0.0129,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-05-09,3350,Metaplanet Inc.,Citigroup Global Markets Limited,"Citigroup Centre, Canada Square, Canary Wharf, London E14 5LB , UK",,,,0.0279,14993200,149932.0,2025-05-07,0.0287,
2025-05-08,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.0129,6947205,69472.0,2025-05-07,0.0143,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-05-08,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.0079,4281406,42814.0,2025-05-02,0.008199999999999999,
2025-05-08,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0096,4460750,44607.0,2025-05-07,0.011,
2025-05-08,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0034999999999999996,1911100,19111.0,2025-05-07,0.0072,
2025-05-08,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0191,8808916,88089.0,2025-05-07,0.0223,
2025-05-07,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0223,10275916,102759.0,2025-05-02,0.0204,
2025-05-07,3350,Metaplanet Inc.,Citigroup Global Markets Limited,"Citigroup Centre, Canada Square, Canary Wharf, London E14 5LB , UK",,,,0.0287,14367800,143678.0,2025-04-30,0.026,
2025-05-07,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.0143,7426345,74263.0,2025-05-02,0.0159,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-05-07,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.011,5083150,50831.0,2025-05-02,0.0094,
2025-05-07,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0072,3764300,37643.0,2025-05-02,0.01,
2025-05-02,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0204,9420716,94207.0,2025-04-30,0.022099999999999998,
2025-05-02,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.0037,1876755,18767.0,2025-05-01,0.005600000000000001,
2025-05-02,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.008199999999999999,4124856,41248.0,2025-04-30,0.0078000000000000005,
2025-05-02,3350,Metaplanet Inc.,Nomura Asset Management Singapore Limited,"10 Marina Boulevard, Marina Bay Financial Centre Tower 2, #33-03, Singapore 018983",Global Funds Trust Company,"PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Islands",,0.0059,2973100,29731.0,2025-03-28,0.0069,
2025-05-02,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.01,5037200,50372.0,2025-05-01,0.0129,
2025-05-02,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.0159,7947315,79473.0,2025-05-01,0.0161,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-05-02,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0094,4333450,43334.0,2025-05-01,0.01,
2025-05-01,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.0161,8036215,80362.0,2025-04-30,0.0146,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-05-01,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.005600000000000001,2813740,28137.0,2025-04-30,0.0019,
2025-05-01,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0129,6459800,64598.0,2025-04-30,0.014499999999999999,
2025-05-01,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.01,4643650,46436.0,2025-04-30,0.0075,
2025-04-30,3350,Metaplanet Inc.,Citigroup Global Markets Limited,"Citigroup Centre, Canada Square, Canary Wharf, London E14 5LB , UK",,,,0.026,12919200,129192.0,2025-04-22,0.003,
2025-04-30,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.0146,7304680,73046.0,2025-04-24,0.024300000000000002,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-04-30,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.0078000000000000005,3876756,38767.0,2025-04-25,0.0084,
2025-04-30,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0075,3478950,34789.0,2025-04-28,0.0106,
2025-04-30,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.0019,981432,9814.0,2025-04-28,0.0089,Below the threshold
2025-04-30,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.014499999999999999,7212700,72127.0,2025-04-28,0.032799999999999996,
2025-04-30,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.022099999999999998,10167816,101678.0,2025-04-28,0.0291,
2025-04-28,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.0089,4451877,44518.0,2025-04-25,0.0106,
2025-04-28,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0291,13411531,134115.0,2025-04-24,0.030299999999999997,
2025-04-28,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.032799999999999996,16320800,163208.0,2025-04-25,0.0335,
2025-04-28,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0106,4889850,48898.0,2025-04-25,0.011,
2025-04-25,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.0106,5275012,52750.0,2025-04-24,0.0086,
2025-04-25,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0335,16630900,166309.0,2025-04-24,0.029500000000000002,
2025-04-25,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.011,5104250,51042.0,2025-04-24,0.0104,
2025-04-25,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.0084,4208656,42086.0,2025-04-23,0.0064,
2025-04-24,3350,Metaplanet Inc.,GOLDMAN SACHS INTERNATIONAL,Plumtree Court 25 Shoe Lane London,,,,0.024300000000000002,12168365,121683.0,2025-04-15,0.023399999999999997,顧客取引に係るヘッジポジション及びETFの場合は当該ETFの設定を伴う空売りを含む
2025-04-24,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0104,4795550,47955.0,2025-04-23,0.0083,
2025-04-24,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.0086,4310820,43108.0,2025-04-23,0.0046,
2025-04-24,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.029500000000000002,14641300,146413.0,2025-04-23,0.0278,
2025-04-24,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.030299999999999997,13972131,139721.0,2025-04-23,0.0274,
2025-04-23,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0278,13610500,136105.0,2025-04-22,0.029500000000000002,
2025-04-23,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0274,12624231,126242.0,2025-04-22,0.029500000000000002,
2025-04-23,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.0046,2283065,22830.0,2025-04-22,0.0097,
2025-04-23,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.0064,3144396,31443.0,2025-04-22,0.0072,
2025-04-23,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0083,3845450,38454.0,2025-04-22,0.011,
2025-04-22,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.0072,3551574,35515.0,2025-04-18,0.0054,
2025-04-22,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.011,5097650,50976.0,2025-04-21,0.0111,
2025-04-22,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.0097,4778525,47785.0,2025-04-21,0.0078000000000000005,
2025-04-22,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.029500000000000002,14454400,144544.0,2025-04-21,0.024,
2025-04-22,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.029500000000000002,13596041,135960.0,2025-04-21,0.030899999999999997,
2025-04-21,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0111,5114850,51148.0,2025-04-18,0.0109,
2025-04-21,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.0078000000000000005,3855472,38554.0,2025-04-18,0.0063,
2025-04-21,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.024,11617100,116171.0,2025-04-18,0.0229,
2025-04-21,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.030899999999999997,14229141,142291.0,2025-04-17,0.0296,
2025-04-18,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0229,11227800,112278.0,2025-04-17,0.0218,
2025-04-18,3350,Metaplanet Inc.,JPM Securities Japan Co Ltd.,"TOKYO BUILDING,7-3, MARUNOUCHI 2-CHOME, CHIYODA-KU, TOKYO, 1006432, JAPAN",,,,0.0054,2675474,26754.0,2025-04-17,0.004699999999999999,
2025-04-18,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.0063,3085067,30850.0,2025-04-17,0.0044,
2025-04-18,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0109,5036250,50362.0,2025-04-17,0.0099,
2025-04-17,3350,Metaplanet Inc.,MERRILL LYNCH INTERNATIONAL,"2 KING EDWARD STREET, LONDON, EC1A 1HQ",,,,0.0099,4504850,45048.0,2025-04-16,0.0113,
2025-04-17,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.0044,2155099,21550.0,2025-04-16,0.0073,
2025-04-17,3350,Metaplanet Inc.,UBS AG,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",,,,0.0218,10551000,105510.0,2025-04-16,0.0232,
